"Species","Class","Buffer_size","Intercept","Intercept_SE","Beta_estimate","Beta_SE","P_value","AIC","AIC_model_set","Significance","sample_size","n_of_records","warnings","Intercept_coef_prob","Beta_estimate_coef_prob"
"Puma_concolor","Mammalia",500,610.366705757655,501714.878031212,-19.9454578748154,16382.0305963692,0.999028559440718,4.00000000233681,"Puma_concolor 500","Non-Significant",9,11,"simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
_",1,0.0000000021766956281366
"Puma_concolor","Mammalia",750,7.91862581590436,6.40256646506803,-0.23860555342291,0.192056837642294,0.214100271016537,10.3066356397172,"Puma_concolor 750","Non-Significant",9,11,"_",0.99963623032506,0.440630018731843
"Puma_concolor","Mammalia",1000,8.1978985953301,6.48867558890358,-0.24435966652568,0.193019204067836,0.205517989866614,10.3496004591917,"Puma_concolor 1000","Non-Significant",9,11,"_",0.999724844396331,0.43921226077191
"Tamandua_tetradactyla","Mammalia",250,-0.309899378522291,0.413172742770341,-0.0325479403450632,0.0084153325891843,0.00010986893261003,206.621586212423,"Tamandua_tetradactyla 250","Significant",164,362,"_",0.423139299619264,0.491863733176397
"Tamandua_tetradactyla","Mammalia",500,-0.3380525415152,0.427161179916205,-0.0317380463320977,0.00862469569791357,0.000233322395823523,208.119642139926,"Tamandua_tetradactyla 500","Significant",164,362,"_",0.416282615439141,0.492066154388389
"Tamandua_tetradactyla","Mammalia",750,-0.393216648438879,0.442975880540995,-0.0303762658779717,0.00886712830199473,0.000613180505749478,209.889370457378,"Tamandua_tetradactyla 750","Significant",164,362,"_",0.402943198489465,0.492406517408152
"Tamandua_tetradactyla","Mammalia",1000,-0.445271424352341,0.459250594462967,-0.0290877409267314,0.00911040744888574,0.00140898784002949,211.406553618785,"Tamandua_tetradactyla 1000","Significant",164,362,"_",0.390485613664728,0.492728577454956
"Vanellus_chilensis","Aves",250,30.9568717015044,25.8770099787686,-0.430883232623682,0.368592068353876,0.242404609981938,9.26113075322762,"Vanellus_chilensis 250","Non-Significant",4,17,"_",0.999999999999964,0.39391544350726
"Vanellus_chilensis","Aves",500,392.375806665589,517676.350148889,-5.61991012330615,7425.68535110982,0.999396144748881,8.78237993012219,"Vanellus_chilensis 500","Non-Significant",4,17,"_",1,0.0036118739707943
"Vanellus_chilensis","Aves",750,41.0640828021569,33.9284027081575,-0.580367153150918,0.487502361461761,0.233853481929603,8.97745588604641,"Vanellus_chilensis 750","Non-Significant",4,17,"_",1,0.358848116106302
"Vanellus_chilensis","Aves",1000,65.4820752223924,64.891507500049,-0.936043496296317,0.936332908619005,0.317460113054581,8.63301388873606,"Vanellus_chilensis 1000","Non-Significant",4,17,"_",1,0.281700230248985
