"Species","Class","Buffer_size","Intercept","Intercept_SE","Beta_estimate","Beta_SE","P_value","AIC","AIC_model_set","Significance","sample_size","n_of_records","warnings","Intercept_coef_prob","Beta_estimate_coef_prob"
"Crypturellus_cinereus","Aves",250,3.60941533409757,0.715645419116608,-0.014138008524235,0.0125438591273152,0.259706104554636,150.989700251231,"Crypturellus_cinereus 250","Non-Significant",109,428,"_",0.97364568213723,0.496465556741756
"Crypturellus_cinereus","Aves",500,3.1092296677143,0.670466960280911,-0.00471299161964147,0.0122737868428511,0.700987054324339,152.207209493857,"Crypturellus_cinereus 500","Non-Significant",109,428,"_",0.957271858402352,0.49882175427605
"Crypturellus_cinereus","Aves",750,2.80665282037867,0.640367951894793,0.00122909528175022,0.0120541595168482,0.918784923288764,152.347264323053,"Crypturellus_cinereus 750","Non-Significant",109,428,"_",0.943034273002792,0.500307273781755
"Crypturellus_cinereus","Aves",1000,2.59847553771117,0.627925077036697,0.00544662593970923,0.0120923229455033,0.652407516940093,152.157521016587,"Crypturellus_cinereus 1000","Non-Significant",109,428,"_",0.930763403390264,0.501361653118726
"Crypturellus_soui","Aves",250,0.0776803306003659,0.855772669232739,0.0654890424306504,0.0222171388385253,0.00320167056124494,66.1899706300524,"Crypturellus_soui 250","Significant",48,188,"_",0.519410323095993,0.516366411650191
"Crypturellus_soui","Aves",500,-0.117981529895154,0.928583537965918,0.0688218684818692,0.0234514485503066,0.00333920669825666,66.5666771707357,"Crypturellus_soui 500","Significant",48,188,"_",0.470538783731108,0.51719867926652
"Crypturellus_soui","Aves",750,0.23327656707904,0.981856680221836,0.0581275991919734,0.0230251451004389,0.0115854123493224,69.6977821374344,"Crypturellus_soui 750","Significant",48,188,"_",0.558056105687831,0.514527809459911
"Crypturellus_soui","Aves",1000,0.273300947292248,1.03545156323715,0.056395807129209,0.0237269338775444,0.0174603007098992,70.5597911721048,"Crypturellus_soui 1000","Significant",48,188,"_",0.567903102543011,0.514095216175925
"Cuniculus_paca","Mammalia",250,-0.341410322936292,0.402644182855105,-0.0576969197939017,0.0106910400351229,0.0000000678570863905474,263.473075889666,"Cuniculus_paca 250","Significant",107,621,"_",0.415466933490732,0.485579770163043
"Cuniculus_paca","Mammalia",500,0.101082666303051,0.411982496493183,-0.0699894831077944,0.0113700978196587,0.00000000074805865158631,252.271052599323,"Cuniculus_paca 500","Significant",107,621,"_",0.5252491711866,0.482509768338975
"Cuniculus_paca","Mammalia",750,-0.20649262386093,0.446903987785412,-0.0586429330985569,0.0112643645248832,0.000000192894557016671,267.301812095383,"Cuniculus_paca 750","Significant",107,621,"_",0.448559496115629,0.48534346679496
"Cuniculus_paca","Mammalia",1000,-0.581596339278187,0.486342827237767,-0.0475576779952403,0.0114324950534184,0.0000318430639689494,278.673549596556,"Cuniculus_paca 1000","Significant",107,621,"_",0.358565358794367,0.488112820885251
"Dasyprocta_fuliginosa","Mammalia",250,3.40548415183992,0.527868628871687,-0.0320431030631423,0.00970633981294661,0.00096253349954837,215.549696613866,"Dasyprocta_fuliginosa 250","Significant",71,371,"_",0.967875489659543,0.491989909592825
"Dasyprocta_fuliginosa","Mammalia",500,3.83761039903927,0.59770315984474,-0.0399042977835028,0.0107275639894514,0.000199387569586137,210.518630538835,"Dasyprocta_fuliginosa 500","Significant",71,371,"_",0.978909374147144,0.490025249129355
"Dasyprocta_fuliginosa","Mammalia",750,3.9808214550208,0.625207193390312,-0.0421036559440715,0.0111006072423877,0.000148889336303082,209.746787770975,"Dasyprocta_fuliginosa 750","Significant",71,371,"_",0.981671894922909,0.489475640694677
"Dasyprocta_fuliginosa","Mammalia",1000,4.08820807251773,0.646712278255131,-0.0440003446651541,0.0114639932254556,0.000123972717337615,209.213043991354,"Dasyprocta_fuliginosa 1000","Significant",71,371,"_",0.983507314128395,0.489001688198561
"Dasypus_novemcinctus","Mammalia",250,-1.88459091525782,0.672921660515391,-0.0240511498961823,0.0126806558677468,0.0578701481848872,153.077062634667,"Dasypus_novemcinctus 250","Non-Significant",137,715,"_",0.131862440929569,0.493987502354513
"Dasypus_novemcinctus","Mammalia",500,-1.69845645113755,0.727544969862724,-0.0276094804280446,0.0138099653876129,0.0455820383908112,152.674129721487,"Dasypus_novemcinctus 500","Significant",137,715,"_",0.154666968974366,0.493098068323086
"Dasypus_novemcinctus","Mammalia",750,-1.87348687058099,0.763524258189566,-0.0242250029211374,0.0143806624859439,0.0920746472093179,153.731376883985,"Dasypus_novemcinctus 750","Non-Significant",137,715,"_",0.133138777846298,0.493944045428618
"Dasypus_novemcinctus","Mammalia",1000,-1.99829280338318,0.799004754777204,-0.0219243184410438,0.0150382051284714,0.144865923805187,154.389758764869,"Dasypus_novemcinctus 1000","Non-Significant",137,715,"_",0.119382283274283,0.494519139931019
"Didelphis_marsupialis","Mammalia",250,0.831336988169647,0.473526423819178,-0.0903648743969738,0.0117570978814173,0.0000000000000151824656263628,209.17782544669,"Didelphis_marsupialis 250","Significant",171,1030,"_",0.696637554703823,0.477424141825397
"Didelphis_marsupialis","Mammalia",500,1.23014285242299,0.492037295359815,-0.0999736292466605,0.0125327326170106,0.00000000000000149930775300686,197.582560813139,"Didelphis_marsupialis 500","Significant",171,1030,"_",0.773843575806571,0.475027388759436
"Didelphis_marsupialis","Mammalia",750,0.9670222911416,0.515685524968454,-0.0898861160861614,0.0120619556606803,0.000000000000091911313632623,216.216169745035,"Didelphis_marsupialis 750","Significant",171,1030,"_",0.724525579563541,0.477543588683398
"Didelphis_marsupialis","Mammalia",1000,0.618929386932865,0.532938555775198,-0.0799516173848058,0.0117134967324954,0.00000000000875599333501969,231.58762092617,"Didelphis_marsupialis 1000","Significant",171,1030,"_",0.649975015203256,0.480022736177472
"Eira_barbara","Mammalia",250,0.521245459764187,0.684474436666016,0.0325738503710716,0.014593114127038,0.0256058173892378,120.390308921589,"Eira_barbara 250","Significant",73,193,"_",0.627438950312325,0.508142742613526
"Eira_barbara","Mammalia",500,0.0323858974040921,0.71992484666541,0.0430396758296318,0.0155551180399572,0.00565896595115035,117.745187775705,"Eira_barbara 500","Significant",73,193,"_",0.508095766762107,0.51075825827993
"Eira_barbara","Mammalia",750,0.121454043132594,0.781076396482358,0.0406746608725643,0.0166488631206853,0.0145621298292486,119.393193234444,"Eira_barbara 750","Significant",73,193,"_",0.530326241199186,0.510167263506307
"Eira_barbara","Mammalia",1000,0.00232638387037051,0.836130346967229,0.042944060983401,0.0177516843121779,0.0155566456529217,119.484647202091,"Eira_barbara 1000","Significant",73,193,"_",0.50058159570529,0.510734365610287
"Equus_caballus","Mammalia",250,12.1928321338201,3.62908857651099,-0.16022544684351,0.0527945974293458,0.00240628703196898,60.2607424901338,"Equus_caballus 250","Significant",29,234,"_",0.999994933382894,0.460029113419201
"Equus_caballus","Mammalia",500,11.716238754047,3.40148421758552,-0.154115375049099,0.0497650221845404,0.00195581311627366,60.2594054431062,"Equus_caballus 500","Significant",29,234,"_",0.999991839841085,0.461547235518911
"Equus_caballus","Mammalia",750,11.4869460865303,3.62347063761017,-0.150209319581497,0.0528574985571172,0.00448626046600187,61.5053153383235,"Equus_caballus 750","Significant",29,234,"_",0.999989736907493,0.462518118424096
"Equus_caballus","Mammalia",1000,10.4355049061853,3.56368011314669,-0.135121323853581,0.0521671089966911,0.00959304525256161,63.3705934393142,"Equus_caballus 1000","Significant",29,234,"_",0.999970629925516,0.466270971503949
"Equus_mulus","Mammalia",250,302.189650907464,434235.067428207,-4.19284703967851,5989.44920633557,0.999441449867879,5.84980815849682,"Equus_mulus 250","Non-Significant",2,11,"_",1,0.0148785106450135
"Equus_mulus","Mammalia",500,438.076010926808,628347.654302394,-6.09868659127953,8711.92588331272,0.999441449853902,5.84980815849682,"Equus_mulus 500","Non-Significant",2,11,"_",1,0.00224078307161793
"Equus_mulus","Mammalia",750,474.541733159671,680438.666144387,-6.60427719416152,9434.1582832027,0.999441449865487,5.84980815849682,"Equus_mulus 750","Non-Significant",2,11,"_",1,0.00135272954923425
"Equus_mulus","Mammalia",1000,429.419264163886,615981.560311909,-5.96316022310269,8518.32754148213,0.999441449854583,5.84980815849682,"Equus_mulus 1000","Non-Significant",2,11,"_",1,0.00256517470004193
"Felis_catus","Mammalia",250,-2.16164662784673,1.62049806226631,0.0143058142863889,0.0238187556525017,0.548098896137242,68.7144875853916,"Felis_catus 250","Non-Significant",24,164,"_",0.103247894231917,0.503576392577526
"Felis_catus","Mammalia",500,-2.60752457523808,1.70529332488053,0.0209483842225499,0.0250581246027541,0.403159571572544,68.3242122436191,"Felis_catus 500","Non-Significant",24,164,"_",0.0686557186995625,0.505236904545708
"Felis_catus","Mammalia",750,-2.34066578261878,1.6146123909707,0.0170922549316121,0.0238859012527087,0.474251199589477,68.5462819420549,"Felis_catus 750","Non-Significant",24,164,"_",0.0878105710878883,0.504272959706361
"Felis_catus","Mammalia",1000,-2.23183490775801,1.54494520069491,0.0155638427616834,0.0229934792069722,0.498481637695676,68.6094707110495,"Felis_catus 1000","Non-Significant",24,164,"_",0.0969279073774561,0.503890882149001
"Gallus_gallus","Aves",250,22.4880360858981,5.51979380436937,-0.234192651177135,0.0645618833333048,0.000286274566470192,13.4532411137094,"Gallus_gallus 250","Significant",16,408,"_",0.999999999828774,0.44171797299081
"Gallus_gallus","Aves",500,20.2129377926702,4.86457652331546,-0.203220653171376,0.0556644092909234,0.00026140596242362,13.3800269689383,"Gallus_gallus 500","Significant",16,408,"_",0.999999998334162,0.449368966264364
"Gallus_gallus","Aves",750,20.8394768747117,5.02112880335347,-0.213210620425282,0.0582666979903394,0.000252984872869264,13.5229817884434,"Gallus_gallus 750","Significant",16,408,"_",0.999999999109713,0.446898353936378
"Gallus_gallus","Aves",1000,21.1812102546226,5.10270823811152,-0.219295205409709,0.0598627962755366,0.000248989500559105,13.8047728354174,"Gallus_gallus 1000","Significant",16,408,"_",0.999999999367417,0.445394855331798
"Homo_sapiens","Mammalia",250,2.91790868892834,0.601645016061567,0.00282366042107405,0.0103861244671276,0.785723107341397,210.463279292877,"Homo_sapiens 250","Non-Significant",343,702,"_",0.948724660206785,0.500705914636244
"Homo_sapiens","Mammalia",500,2.97021102368102,0.628234760832492,0.00186761155678497,0.0107767773482676,0.8624159123404,210.506386871108,"Homo_sapiens 500","Non-Significant",343,702,"_",0.951210071431247,0.500466902753484
"Homo_sapiens","Mammalia",750,2.89481502947185,0.631077949968983,0.00322109795857558,0.0108859384817152,0.767310045705871,210.449920055354,"Homo_sapiens 750","Non-Significant",343,702,"_",0.947589529341569,0.500805273793386
"Homo_sapiens","Mammalia",1000,2.7394657485074,0.62169882534466,0.00605054206506519,0.0108664412619107,0.57765731957307,210.23424822085,"Homo_sapiens 1000","Non-Significant",343,702,"_",0.939315650556011,0.501512630901603
"Leopardus_pardalis","Mammalia",250,-1.28684302172187,0.910689229240188,-0.00130079153394504,0.0162761392286547,0.936300761490343,74.0589927146576,"Leopardus_pardalis 250","Non-Significant",60,83,"_",0.216387641473133,0.499674802162368
"Leopardus_pardalis","Mammalia",500,-1.2995924693037,0.962041332587588,-0.00105113283084898,0.0170869709087909,0.95094777235873,74.0615808743732,"Leopardus_pardalis 500","Non-Significant",60,83,"_",0.214233611695698,0.499737216816483
"Leopardus_pardalis","Mammalia",750,-1.39063931908225,0.997744687211821,0.00062996146852723,0.0176691066845578,0.971558830297016,74.0640779152607,"Leopardus_pardalis 750","Non-Significant",60,83,"_",0.199305712812882,0.500157490361923
"Leopardus_pardalis","Mammalia",1000,-1.48631484883702,1.02205459169434,0.0023897511477149,0.0180741514741551,0.894810858190523,74.0477370099541,"Leopardus_pardalis 1000","Non-Significant",60,83,"_",0.184475492832249,0.500597437502603
"Leptotila_rufaxilla","Aves",250,3.10702581367791,0.805142837380922,0.0113996146328233,0.0145883125783263,0.434554890485803,182.455963855698,"Leptotila_rufaxilla 250","Non-Significant",124,1451,"_",0.957181624480648,0.502849872796237
"Leptotila_rufaxilla","Aves",500,3.12040918149973,0.905794394375183,0.0110789635081686,0.0163327322138989,0.497563208478837,182.600518593179,"Leptotila_rufaxilla 500","Non-Significant",124,1451,"_",0.957726797456451,0.502769712546765
"Leptotila_rufaxilla","Aves",750,2.77903441650029,0.901107698106474,0.0174269676850965,0.0164764038785356,0.29019568675793,181.957799577511,"Leptotila_rufaxilla 750","Non-Significant",124,1451,"_",0.941532312498189,0.504356631663035
"Leptotila_rufaxilla","Aves",1000,2.65819332808497,0.91127312795152,0.0197709112443631,0.0168068325422179,0.239450437650649,181.696437074542,"Leptotila_rufaxilla 1000","Non-Significant",124,1451,"_",0.934514189673431,0.504942566812585
"Leptotila_verreauxi","Aves",250,0.0836188528940307,0.8985593585464,0.0819805784908472,0.0216422028297482,0.000151867273074044,94.7819209550653,"Leptotila_verreauxi 250","Significant",87,647,"_",0.520892541058695,0.520483673658696
"Leptotila_verreauxi","Aves",500,-0.296428190686083,0.882629563874996,0.0896338926166114,0.0212484661925568,0.0000246074766495348,91.7515512906168,"Leptotila_verreauxi 500","Significant",87,647,"_",0.426430872963872,0.522393482286993
"Leptotila_verreauxi","Aves",750,-0.493160707365582,0.904691096536791,0.0923686248656462,0.0213370477747715,0.0000149770562702981,91.2301606043192,"Leptotila_verreauxi 750","Significant",87,647,"_",0.379149268945007,0.523075751760891
"Leptotila_verreauxi","Aves",1000,-0.614276215936719,0.931652969150128,0.0945328868358141,0.0218263364009327,0.0000148340304572358,91.1776440316783,"Leptotila_verreauxi 1000","Significant",87,647,"_",0.351084353451933,0.523615637631184
"Mazama_americana","Mammalia",250,0.425851324404684,1.2159945424568,-0.000478162641913518,0.0208833843089239,0.981732594177454,103.488626785057,"Mazama_americana 250","Non-Significant",41,117,"_",0.604882569102601,0.499880459341799
"Mazama_americana","Mammalia",500,-0.817671140439404,1.25968865705362,0.0210861640273879,0.02163814732329,0.329813167959068,102.526737294818,"Mazama_americana 500","Non-Significant",41,117,"_",0.30625823563467,0.505271345693377
"Mazama_americana","Mammalia",750,-0.719601465830203,1.25671651577585,0.0193058787899939,0.0214995898154228,0.369204218633632,102.675879145596,"Mazama_americana 750","Non-Significant",41,117,"_",0.327480748909741,0.504826319794161
"Mazama_americana","Mammalia",1000,-0.787002238653055,1.25591938855445,0.0205015510175553,0.0215221865685039,0.340804173726166,102.57457337289,"Mazama_americana 1000","Non-Significant",41,117,"_",0.312812709068046,0.505125208239422
"Momotus_momota","Aves",250,1.0444714582138,0.92856951432019,0.0508061768452971,0.0208952821714304,0.0150378423723099,35.9312636961382,"Momotus_momota 250","Significant",56,176,"_",0.739711855065586,0.512698812742669
"Momotus_momota","Aves",500,0.921271969131808,0.928588982576231,0.0532902275647462,0.0210195853637373,0.0112362160628347,35.4222707305768,"Momotus_momota 500","Significant",56,176,"_",0.715301207272805,0.513319404949516
"Momotus_momota","Aves",750,0.951812903587561,0.942974318565952,0.0517572468100122,0.0208567581799308,0.0130809566376322,35.7391696771557,"Momotus_momota 750","Significant",56,176,"_",0.721479621388279,0.512936423976802
"Momotus_momota","Aves",1000,0.911981778988865,0.961051251250937,0.0523472773734364,0.0211194985565541,0.0131890584036996,35.8161498030771,"Momotus_momota 1000","Significant",56,176,"_",0.713405524787364,0.513083831745992
"Myrmecophaga_tridactyla","Mammalia",250,-0.236292761931486,0.686476407872881,-0.0100385302981191,0.0106400762438805,0.345443553282452,253.32239759566,"Myrmecophaga_tridactyla 250","Non-Significant",102,282,"_",0.441200142519349,0.497490388500335
"Myrmecophaga_tridactyla","Mammalia",500,-0.282343059469938,0.713657137238562,-0.00929038673559773,0.0110436239721093,0.400211035953567,253.499787029485,"Myrmecophaga_tridactyla 500","Non-Significant",102,282,"_",0.42987943766749,0.497677420021482
"Myrmecophaga_tridactyla","Mammalia",750,-0.221940763445989,0.731365612191726,-0.0102173954343393,0.0113049777615109,0.366103500899362,253.393696134276,"Myrmecophaga_tridactyla 750","Non-Significant",102,282,"_",0.444741448913757,0.49744567336299
"Myrmecophaga_tridactyla","Mammalia",1000,-0.151517191944712,0.741911397482792,-0.011317337863625,0.0114724308627335,0.323897014903912,253.241459465731,"Myrmecophaga_tridactyla 1000","Non-Significant",102,282,"_",0.462193003735946,0.49717069573264
"Myrmoborus_myotherinus","Aves",250,0.161530078746273,1.56589286717855,-0.00498107871427584,0.0462879373834787,0.914304485417113,31.7142753380949,"Myrmoborus_myotherinus 250","Non-Significant",6,20,"_",0.540294943238282,0.498754732896139
"Myrmoborus_myotherinus","Aves",500,-3.11246776487991,3.75084882591434,0.0972476350438098,0.119592581762915,0.416127617900808,30.2004928708165,"Myrmoborus_myotherinus 500","Non-Significant",6,20,"_",0.0425958914354319,0.52429276684565
"Myrmoborus_myotherinus","Aves",750,-0.254372423338461,1.99052952431972,0.00714466638480315,0.0545017268824262,0.895703603624705,31.7086022656693,"Myrmoborus_myotherinus 750","Non-Significant",6,20,"_",0.436747590919094,0.501786158998146
"Myrmoborus_myotherinus","Aves",1000,1.97560254422554,2.54338240631625,-0.0528118101305184,0.0676554281176914,0.435037940123308,30.9698847795298,"Myrmoborus_myotherinus 1000","Non-Significant",6,20,"_",0.878211609625399,0.486800115293987
"Nasua_nasua","Mammalia",250,1.36862750369484,1.41643491943652,0.00398866735037549,0.0267259488736847,0.881361697066533,29.2537412211245,"Nasua_nasua 250","Non-Significant",19,29,"_",0.797158315633544,0.500997165515563
"Nasua_nasua","Mammalia",500,0.322603031413657,1.40849711372669,0.0265027143316769,0.0295477012886179,0.36974733785366,28.448850239366,"Nasua_nasua 500","Non-Significant",19,29,"_",0.579958499531584,0.506625290790491
"Nasua_nasua","Mammalia",750,0.134449038464451,1.56278454700684,0.0299650529410867,0.0325257102038935,0.356908004961199,28.3914920180601,"Nasua_nasua 750","Non-Significant",19,29,"_",0.53356171818492,0.507490702749081
"Nasua_nasua","Mammalia",1000,-0.266462693334885,1.73606585096239,0.0379382452457768,0.0362024708548771,0.294663350521802,28.1011675630163,"Nasua_nasua 1000","Non-Significant",19,29,"_",0.433775703903457,0.509483423872804
"Nyctidromus_albicollis","Aves",250,1.42686062442669,0.519475045340057,-0.0486137271969729,0.00979511870420393,0.000000693923978069094,151.640286882507,"Nyctidromus_albicollis 250","Significant",48,318,"_",0.806411693352483,0.48784896114675
"Nyctidromus_albicollis","Aves",500,1.56242815232269,0.611209528813833,-0.0508825497448663,0.0115577123677739,0.0000107022498970019,156.478843133266,"Nyctidromus_albicollis 500","Significant",48,318,"_",0.826701500973661,0.487282106366835
"Nyctidromus_albicollis","Aves",750,1.40450190670429,0.685254634256179,-0.0471445656842404,0.0127577766373019,0.000219576244521105,162.640027868892,"Nyctidromus_albicollis 750","Significant",48,318,"_",0.802897301428095,0.488216041093574
"Nyctidromus_albicollis","Aves",1000,1.0447905523855,0.700829226141565,-0.0403867076110916,0.0129802199203262,0.00186200032973875,167.166628380825,"Nyctidromus_albicollis 1000","Significant",48,318,"_",0.739773288191924,0.489904695252573
"Odocoileus_virginianus","Mammalia",250,1.56353445452555,0.643651931921659,-0.0157525609127294,0.0114303230480551,0.168160729193924,68.1458232329723,"Odocoileus_virginianus 250","Non-Significant",35,76,"_",0.82685993932743,0.496061941205015
"Odocoileus_virginianus","Mammalia",500,1.62300003650872,0.659112120239659,-0.0172247572829139,0.011948161520556,0.149408453359113,67.9555722769914,"Odocoileus_virginianus 500","Non-Significant",35,76,"_",0.835208456053657,0.495693917143867
"Odocoileus_virginianus","Mammalia",750,1.64286767686829,0.672914833796191,-0.0175246685725702,0.0121883834138865,0.150485898445544,67.9784223550206,"Odocoileus_virginianus 750","Non-Significant",35,76,"_",0.837924765089483,0.495618944979898
"Odocoileus_virginianus","Mammalia",1000,1.59381807619799,0.676566717690375,-0.0164793522201314,0.012264605965603,0.179061212651797,68.2717437592581,"Odocoileus_virginianus 1000","Non-Significant",35,76,"_",0.831152601748059,0.495880255177477
"Pecari_tajacu","Mammalia",250,1.45160212305661,0.702732063197792,0.00584678346132674,0.0148177287371701,0.693152673976914,59.624339732833,"Pecari_tajacu 250","Non-Significant",33,78,"_",0.810244879827212,0.501461691701355
"Pecari_tajacu","Mammalia",500,1.62420768533398,0.746573333964301,0.00181557343797729,0.0153597661924265,0.905906658485233,59.7636669864783,"Pecari_tajacu 500","Non-Significant",33,78,"_",0.835374603871964,0.500453893234813
"Pecari_tajacu","Mammalia",750,1.7230965101141,0.779562905320082,-0.000407283433884208,0.0158205048124757,0.979461510500351,59.7768836524875,"Pecari_tajacu 750","Non-Significant",33,78,"_",0.848527256586071,0.499898179142936
"Pecari_tajacu","Mammalia",1000,1.80369069139575,0.809952590191429,-0.00217052390104895,0.0162782355926688,0.893925273500374,59.759600123649,"Pecari_tajacu 1000","Non-Significant",33,78,"_",0.858597606956858,0.499457369237773
"Philander_opossum","Mammalia",250,0.0852099349331672,0.543544535699189,-0.0611531733046336,0.0125615709177281,0.00000112576979197464,168.163780129988,"Philander_opossum 250","Significant",58,479,"_",0.521289603781095,0.484716469375461
"Philander_opossum","Mammalia",500,0.253232679908716,0.583021046519925,-0.0638971547787803,0.0132109596793737,0.00000132027208024779,168.955834247199,"Philander_opossum 500","Significant",58,479,"_",0.562972013001811,0.484031144134418
"Philander_opossum","Mammalia",750,0.574767884067383,0.612817699984034,-0.072599452058395,0.0145429603936958,0.000000597361116874355,164.613197594484,"Philander_opossum 750","Significant",58,479,"_",0.639862610038579,0.481858104629934
"Philander_opossum","Mammalia",1000,0.881232212445294,0.656760993534058,-0.0803532689734843,0.0159599707016877,0.000000478659679444555,161.968675505192,"Philander_opossum 1000","Significant",58,479,"_",0.70707750069626,0.479922484381623
"Puma_concolor","Mammalia",250,2041.31765141861,631803.544922182,-77.7560226366766,24096.0704161889,0.997425297103266,4.00000002059113,"Puma_concolor 250","Non-Significant",9,11,"simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
_",NA,0.000000000000000000000000000000000170211317820144
